Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Minutes_Played,90s,Goals,Assists,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Rk_stats_keeper,Nation_stats_keeper,Pos_stats_keeper,Comp_stats_keeper,Age_stats_keeper,Born_stats_keeper,MP_stats_keeper,Starts_stats_keeper,Min_stats_keeper,90s_stats_keeper,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm,Rk_stats_shooting,Nation_stats_shooting,Pos_stats_shooting,Comp_stats_shooting,Age_stats_shooting,Born_stats_shooting,90s_stats_shooting,Gls_stats_shooting,Sh,SoT,Pass_Accuracy,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Rk_stats_playing_time,Nation_stats_playing_time,Pos_stats_playing_time,Comp_stats_playing_time,Age_stats_playing_time,Born_stats_playing_time,MP_stats_playing_time,Min_stats_playing_time,Mn/MP,Min%,90s_stats_playing_time,Starts_stats_playing_time,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,Rk_stats_misc,Nation_stats_misc,Pos_stats_misc,Comp_stats_misc,Age_stats_misc,Born_stats_misc,90s_stats_misc,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,Fld,Off,Crs,Interceptions,TklW,OG,Goals_per_90,Assists_per_90,Interceptions_per_90,Performance_Score,Predicted_Score,Value_Difference
578,Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,19.0,2007.0,18,3,374,4.2,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,578,fr FRA,MF,fr Ligue 1,19-117,2007.0,4.2,0,2,1,50.0,0.48,0.24,0.0,0.0,0,0,727,fr FRA,MF,fr Ligue 1,19-117,2007.0,18,374,21,13.4,4.2,3,65.0,0,15,12.0,9,1.11,7,8,-1,-0.24,0.36,578,fr FRA,MF,fr Ligue 1,19-117,2007.0,4.2,0,0,0,6,3,0,0,3,9,0,0.0,0.0,0.7219251336898397,0.2165775401069519,0.2429567281387337,-0.026379188031781797
1161,Arijon Ibrahimović,de GER,MF,Heidenheim,de Bundesliga,20.0,2005.0,29,22,1950,21.7,1,2,3,0,1,1,2,0,0.09,,,,,,,,,,,,,,,,,,,,,,,,,1161,de GER,MF,de Bundesliga,20-138,2005.0,21.7,1,42,17,40.5,1.94,0.78,0.0,0.0,1,1,1451,de GER,MF,de Bundesliga,20-138,2005.0,29,1950,67,69.9,21.7,22,79.0,10,7,30.0,0,0.72,23,44,-21,-0.97,0.1,1161,de GER,MF,de Bundesliga,20-138,2005.0,21.7,2,0,0,12,25,5,116,20,15,0,0.046153846153846156,0.09230769230769231,0.9230769230769231,0.3230769230769231,0.34985180447269637,-0.026774881395773276
2728,Arsen Zakharyan,ru RUS,MF,Real Sociedad,es La Liga,22.0,2003.0,16,2,402,4.5,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2728,ru RUS,MF,es La Liga,22-337,2003.0,4.5,0,14,3,21.4,3.13,0.67,0.0,0.0,0,0,3432,ru RUS,MF,es La Liga,22-337,2003.0,16,402,25,13.5,4.5,2,61.0,0,14,20.0,11,1.06,10,11,-1,-0.22,-0.26,2728,ru RUS,MF,es La Liga,22-337,2003.0,4.5,1,0,0,8,2,4,25,0,5,0,0.0,0.0,0.0,0.0,0.027048131832642906,-0.027048131832642906
1180,Cyriaque Irié,bf BFA,MF,Freiburg,de Bundesliga,20.0,2005.0,10,3,347,3.9,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1180,bf BFA,MF,de Bundesliga,20-312,2005.0,3.9,0,7,2,28.6,1.82,0.52,0.0,0.0,0,0,1473,bf BFA,MF,de Bundesliga,20-312,2005.0,10,347,35,12.4,3.9,3,61.0,0,7,23.0,6,0.7,4,7,-3,-0.78,-0.59,1180,bf BFA,MF,de Bundesliga,20-312,2005.0,3.9,3,0,0,11,8,5,3,3,6,0,0.0,0.0,0.7780979827089338,0.23342939481268013,0.2605753646546176,-0.027145969841937484
1984,Matteo Palma,de GER,DF,Udinese,it Serie A,18.0,2008.0,5,1,120,1.3,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1984,de GER,DF,it Serie A,18-046,2008.0,1.3,0,0,0,0.0,0.0,0.0,,,0,0,2488,de GER,DF,it Serie A,18-046,2008.0,5,120,24,3.9,1.3,1,45.0,0,4,19.0,12,1.0,1,3,-2,-1.5,-1.41,1984,de GER,DF,it Serie A,18-046,2008.0,1.3,0,0,0,3,0,0,1,3,0,0,0.0,0.0,2.25,0.6749999999999999,0.7023467984580788,-0.027346798458078858
580,Yan Couto,br BRA,MF,Dortmund,de Bundesliga,23.0,2002.0,17,11,987,11.0,1,2,3,1,0,0,4,0,0.27,,,,,,,,,,,,,,,,,,,,,,,,,580,br BRA,MF,de Bundesliga,23-329,2002.0,11.0,1,8,3,37.5,0.73,0.27,0.13,0.33,0,0,729,br BRA,MF,de Bundesliga,23-329,2002.0,17,987,58,35.4,11.0,11,80.0,5,6,17.0,12,2.35,24,13,11,1.0,-0.15,580,br BRA,MF,de Bundesliga,23-329,2002.0,11.0,4,0,0,14,13,2,54,9,15,0,0.09118541033434652,0.18237082066869303,0.8206686930091185,0.33738601823708203,0.36497674161770777,-0.027590723380625737
63,Ilias Akhomach,ma MAR,"MF,FW",Rayo Vallecano,es La Liga,22.0,2004.0,11,7,709,7.9,0,1,1,0,0,0,2,0,0.13,,,,,,,,,,,,,,,,,,,,,,,,,63,ma MAR,"MF,FW",es La Liga,22-012,2004.0,7.9,0,18,6,33.3,2.28,0.76,0.0,0.0,0,0,80,ma MAR,"MF,FW",es La Liga,22-012,2004.0,11,709,64,23.9,7.9,7,79.0,1,4,39.0,0,1.27,14,11,3,0.38,0.82,63,ma MAR,"MF,FW",es La Liga,22-012,2004.0,7.9,2,0,0,9,29,1,22,2,10,0,0.0,0.12693935119887165,0.2538787023977433,0.11424541607898447,0.14214569070448616,-0.02790027462550168
1674,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21.0,2004.0,22,21,1827,20.3,1,0,1,1,0,0,5,0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,1674,sn SEN,DF,fr Ligue 1,21-336,2004.0,20.3,1,15,7,46.7,0.74,0.34,0.07,0.14,0,0,2097,sn SEN,DF,fr Ligue 1,21-336,2004.0,22,1827,83,65.5,20.3,21,86.0,18,1,11.0,6,0.95,24,35,-11,-0.54,0.49,1674,sn SEN,DF,fr Ligue 1,21-336,2004.0,20.3,5,0,0,28,20,1,16,15,30,0,0.04926108374384237,0.0,0.7389162561576355,0.24137931034482757,0.2695458668686876,-0.02816655652386002
2303,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,20.0,2005.0,15,15,1305,14.5,0,0,0,0,0,0,3,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2303,sn SEN,DF,fr Ligue 1,20-242,2005.0,14.5,0,1,0,0.0,0.07,0.0,0.0,,0,0,2898,sn SEN,DF,fr Ligue 1,20-242,2005.0,15,1305,87,48.3,14.5,15,87.0,14,0,,0,1.47,21,16,5,0.34,0.02,2303,sn SEN,DF,fr Ligue 1,20-242,2005.0,14.5,3,0,0,16,11,0,0,5,13,0,0.0,0.0,0.3448275862068965,0.10344827586206895,0.13185653306710782,-0.028408257205038867
2478,Kōta Takai,jp JPN,DF,Gladbach,de Bundesliga,21.0,2004.0,8,3,342,3.8,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2478,jp JPN,DF,de Bundesliga,21-236,2004.0,3.8,0,3,2,66.7,0.79,0.53,0.0,0.0,0,0,3129,jp JPN,DF,de Bundesliga,21-236,2004.0,8,342,43,12.3,3.8,3,90.0,3,5,14.0,2,0.75,2,10,-8,-2.11,-1.88,2478,jp JPN,DF,de Bundesliga,21-236,2004.0,3.8,1,0,0,3,3,0,0,4,4,0,0.0,0.0,1.0526315789473684,0.3157894736842105,0.34457428239793964,-0.028784808713729126
1155,Lucas Høgsberg,dk DEN,DF,Strasbourg,fr Ligue 1,19.0,2006.0,20,18,1522,16.9,0,0,0,0,0,0,4,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1155,dk DEN,DF,fr Ligue 1,19-309,2006.0,16.9,0,4,1,25.0,0.24,0.06,0.0,0.0,0,0,1445,dk DEN,DF,fr Ligue 1,19-309,2006.0,20,1522,76,56.4,16.9,18,82.0,10,2,24.0,7,1.45,24,27,-3,-0.18,-1.17,1155,dk DEN,DF,fr Ligue 1,19-309,2006.0,16.9,4,1,1,14,12,1,0,10,7,0,0.0,0.0,0.5913272010512484,0.1773981603153745,0.20638369039353097,-0.028985530078156463
2693,Florian Wirtz,de GER,MF,Liverpool,eng Premier League,22.0,2003.0,30,26,2245,24.9,5,3,8,5,0,0,1,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,2693,de GER,MF,eng Premier League,22-360,2003.0,24.9,5,46,17,37.0,1.84,0.68,0.11,0.29,0,0,3392,de GER,MF,eng Premier League,22-360,2003.0,30,2245,75,73.4,24.9,26,82.0,8,4,30.0,0,1.73,35,27,8,0.32,-0.23,2693,de GER,MF,eng Premier League,22-360,2003.0,24.9,1,0,0,20,18,2,30,11,24,0,0.20044543429844097,0.12026726057906459,0.44097995545657015,0.2485523385300668,0.27759644437457603,-0.029044105844509227
368,Iker Bravo,es ESP,FW,Udinese,it Serie A,21.0,2005.0,8,3,206,2.3,1,0,1,1,0,0,1,0,0.44,,,,,,,,,,,,,,,,,,,,,,,,,368,es ESP,FW,it Serie A,21-105,2005.0,2.3,1,4,1,25.0,1.75,0.44,0.25,1.0,0,0,459,es ESP,FW,it Serie A,21-105,2005.0,8,206,26,6.7,2.3,3,55.0,0,5,8.0,7,1.38,2,2,0,0.0,0.16,368,es ESP,FW,it Serie A,21-105,2005.0,2.3,1,0,0,3,1,0,4,0,1,0,0.4368932038834951,0.0,0.0,0.17475728155339806,0.20395633940625732,-0.029199057852859256
1364,Seny Koumbassa,fr FRA,DF,Toulouse,fr Ligue 1,18.0,2007.0,8,4,443,4.9,1,0,1,1,0,0,0,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1364,fr FRA,DF,fr Ligue 1,18-312,2007.0,4.9,1,3,1,33.3,0.61,0.2,0.33,1.0,0,0,1700,fr FRA,DF,fr Ligue 1,18-312,2007.0,8,443,55,15.9,4.9,4,90.0,4,4,21.0,22,1.13,7,12,-5,-1.02,-1.17,1364,fr FRA,DF,fr Ligue 1,18-312,2007.0,4.9,0,0,0,1,0,0,0,4,6,0,0.20316027088036115,0.0,0.8126410835214446,0.3250564334085778,0.3543036812863896,-0.0292472478778118
2607,Obed Vargas,mx MEX,MF,Atlético Madrid,es La Liga,20.0,2005.0,7,4,388,4.3,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2607,mx MEX,MF,es La Liga,20-266,2005.0,4.3,0,1,0,0.0,0.23,0.0,0.0,,0,0,3286,mx MEX,MF,es La Liga,20-266,2005.0,7,388,55,13.1,4.3,4,78.0,2,3,25.0,4,0.86,6,8,-2,-0.46,-1.2,2607,mx MEX,MF,es La Liga,20-266,2005.0,4.3,1,0,0,2,6,1,4,5,11,0,0.0,0.0,1.1597938144329896,0.34793814432989684,0.37736000215419485,-0.029421857824298014
1970,Nico O’Reilly,eng ENG,"DF,MF",Manchester City,eng Premier League,21.0,2005.0,31,26,2376,26.4,5,3,8,5,0,0,4,0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,1970,eng ENG,"DF,MF",eng Premier League,21-038,2005.0,26.4,5,36,14,38.9,1.36,0.53,0.14,0.36,0,0,2471,eng ENG,"DF,MF",eng Premier League,21-038,2005.0,31,2376,77,80.0,26.4,26,86.0,19,5,27.0,1,2.23,56,21,35,1.33,1.02,1970,eng ENG,"DF,MF",eng Premier League,21-038,2005.0,26.4,4,0,0,40,16,1,33,20,35,0,0.1893939393939394,0.11363636363636365,0.7575757575757576,0.33712121212121215,0.36654885605149473,-0.029427643930282577
1880,Brooke Norton-Cuffy,eng ENG,"MF,DF",Genoa,it Serie A,22.0,2004.0,26,25,2181,24.2,2,1,3,2,0,0,5,1,0.12,,,,,,,,,,,,,,,,,,,,,,,,,1880,eng ENG,"MF,DF",it Serie A,22-106,2004.0,24.2,2,15,6,40.0,0.62,0.25,0.13,0.33,0,0,2352,eng ENG,"MF,DF",it Serie A,22-106,2004.0,26,2181,84,71.3,24.2,25,86.0,19,1,32.0,1,1.0,28,38,-10,-0.41,-0.62,1880,eng ENG,"MF,DF",it Serie A,22-106,2004.0,24.2,5,1,1,23,16,0,79,11,30,0,0.08253094910591471,0.04126547455295736,0.45392022008253097,0.1815680880330124,0.21107293203352498,-0.029504844000512592
1638,Eliezer Mayenda,es ESP,"FW,MF",Sunderland,eng Premier League,20.0,2005.0,19,8,758,8.4,2,0,2,2,0,0,0,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,1638,es ESP,"FW,MF",eng Premier League,20-355,2005.0,8.4,2,13,6,46.2,1.54,0.71,0.15,0.33,0,0,2052,es ESP,"FW,MF",eng Premier League,20-355,2005.0,19,758,40,24.8,8.4,8,74.0,1,11,15.0,15,1.26,8,9,-1,-0.12,0.19,1638,es ESP,"FW,MF",eng Premier League,20-355,2005.0,8.4,0,0,0,6,11,3,1,1,3,0,0.23746701846965698,0.0,0.11873350923482849,0.13060686015831136,0.16014264159249944,-0.029535781434188085
257,Rafik Belghali,dz ALG,MF,Hellas Verona,it Serie A,23.0,2002.0,22,18,1605,17.8,2,0,2,2,0,0,6,0,0.11,,,,,,,,,,,,,,,,,,,,,,,,,257,dz ALG,MF,it Serie A,23-325,2002.0,17.8,2,19,6,31.6,1.07,0.34,0.11,0.33,0,0,322,dz ALG,MF,it Serie A,23-325,2002.0,22,1605,73,52.5,17.8,18,83.0,11,4,29.0,1,0.59,14,24,-10,-0.56,0.86,257,dz ALG,MF,it Serie A,23-325,2002.0,17.8,6,0,0,19,10,6,55,14,10,0,0.11214953271028037,0.0,0.7850467289719626,0.2803738317757009,0.3099689869897739,-0.029595155214072966
1892,Antonio Nusa,no NOR,"FW,MF",RB Leipzig,de Bundesliga,21.0,2005.0,28,23,1942,21.6,4,3,7,4,0,0,0,0,0.32,,,,,,,,,,,,,,,,,,,,,,,,,1892,no NOR,"FW,MF",de Bundesliga,21-011,2005.0,21.6,4,57,17,29.8,2.64,0.79,0.07,0.24,0,0,2367,no NOR,"FW,MF",de Bundesliga,21-011,2005.0,28,1942,69,69.6,21.6,23,78.0,4,5,28.0,0,2.11,42,25,17,0.79,0.04,1892,no NOR,"FW,MF",de Bundesliga,21-011,2005.0,21.6,0,0,0,9,62,1,67,7,13,0,0.1853759011328527,0.13903192584963955,0.32440782698249226,0.21318228630278063,0.24321021855556957,-0.030027932252788936
1578,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,23.0,2002.0,28,25,2254,25.0,0,2,2,0,0,0,4,0,0.08,,,,,,,,,,,,,,,,,,,,,,,,,1578,it ITA,DF,it Serie A,23-185,2002.0,25.0,0,3,2,66.7,0.12,0.08,0.0,0.0,0,0,1977,it ITA,DF,it Serie A,23-185,2002.0,28,2254,81,73.7,25.0,25,87.0,22,3,28.0,4,1.32,35,33,2,0.08,1.2,1578,it ITA,DF,it Serie A,23-185,2002.0,25.0,4,0,0,21,10,0,9,17,15,0,0.0,0.07985803016858918,0.6787932564330079,0.22759538598047913,0.25805017109904865,-0.030454785118569527
492,Abdoulie Ceesay,gm GAM,FW,St Pauli,de Bundesliga,22.0,2004.0,17,0,246,2.7,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,492,gm GAM,FW,de Bundesliga,22-113,2004.0,2.7,0,5,1,20.0,1.83,0.37,0.0,0.0,0,0,611,gm GAM,FW,de Bundesliga,22-113,2004.0,17,246,14,8.8,2.7,0,,0,17,14.0,11,0.41,4,7,-3,-1.1,-0.25,492,gm GAM,FW,de Bundesliga,22-113,2004.0,2.7,2,0,0,10,5,1,0,0,1,0,0.0,0.0,0.0,0.0,0.030517467992999914,-0.030517467992999914
565,Coba da Costa,es ESP,MF,Getafe,es La Liga,23.0,2002.0,14,2,348,3.9,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,565,es ESP,MF,es La Liga,23-276,2002.0,3.9,0,5,1,20.0,1.29,0.26,0.0,0.0,0,0,712,es ESP,MF,es La Liga,23-276,2002.0,14,348,25,11.7,3.9,2,56.0,0,12,20.0,7,0.86,2,3,-1,-0.26,-0.09,565,es ESP,MF,es La Liga,23-276,2002.0,3.9,1,0,0,7,6,2,23,0,6,0,0.0,0.0,0.0,0.0,0.030517467992999914,-0.030517467992999914
1858,Youssoupha Niang,de GER,MF,Köln,de Bundesliga,20.0,2006.0,7,2,162,1.8,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1858,de GER,MF,de Bundesliga,20-034,2006.0,1.8,0,5,1,20.0,2.78,0.56,0.0,0.0,0,0,2328,de GER,MF,de Bundesliga,20-034,2006.0,7,162,23,5.8,1.8,2,60.0,0,5,9.0,3,0.71,1,4,-3,-1.67,-1.5,1858,de GER,MF,de Bundesliga,20-034,2006.0,1.8,0,0,0,4,3,0,2,0,1,0,0.0,0.0,0.0,0.0,0.030517467992999914,-0.030517467992999914
1310,Kevin,br BRA,MF,Fulham,eng Premier League,23.0,2003.0,23,8,908,10.1,1,1,2,1,0,0,1,0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,1310,br BRA,MF,eng Premier League,23-114,2003.0,10.1,1,22,9,40.9,2.18,0.89,0.05,0.11,0,0,1628,br BRA,MF,eng Premier League,23-114,2003.0,23,908,39,29.7,10.1,8,69.0,0,15,24.0,1,1.39,12,14,-2,-0.2,-0.2,1310,br BRA,MF,eng Premier League,23-114,2003.0,10.1,1,0,0,12,15,2,40,9,8,0,0.09911894273127754,0.09911894273127754,0.8920704845814978,0.3370044052863437,0.3677636192235827,-0.030759213937239016
1994,Kevin Paredes,us USA,MF,Wolfsburg,de Bundesliga,22.0,2003.0,6,1,164,1.8,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1994,us USA,MF,de Bundesliga,22-356,2003.0,1.8,0,2,1,50.0,1.1,0.55,0.0,0.0,0,0,2501,us USA,MF,de Bundesliga,22-356,2003.0,6,164,27,5.9,1.8,1,63.0,0,5,20.0,0,0.83,4,4,0,0.0,0.86,1994,us USA,MF,de Bundesliga,22-356,2003.0,1.8,1,0,0,2,6,0,7,2,3,0,0.0,0.0,1.0975609756097562,0.32926829268292684,0.3605028440542031,-0.03123455137127623
2060,Thiago Pinar,es ESP,MF,Real Madrid,es La Liga,18.0,2007.0,6,5,360,4.0,0,0,0,0,0,0,1,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2060,es ESP,MF,es La Liga,18-268,2007.0,4.0,0,3,1,33.3,0.75,0.25,0.0,0.0,0,0,2586,es ESP,MF,es La Liga,18-268,2007.0,6,360,60,12.1,4.0,5,68.0,0,1,19.0,10,1.67,7,4,3,0.75,-0.42,2060,es ESP,MF,es La Liga,18-268,2007.0,4.0,1,0,0,8,2,2,0,3,2,0,0.0,0.0,0.75,0.22499999999999998,0.2562500931752889,-0.03125009317528893
2027,Peque,es ESP,"MF,FW",Sevilla,es La Liga,23.0,2002.0,24,11,918,10.2,2,1,3,2,0,0,7,0,0.29,,,,,,,,,,,,,,,,,,,,,,,,,2027,es ESP,"MF,FW",es La Liga,23-206,2002.0,10.2,2,14,6,42.9,1.37,0.59,0.14,0.33,0,0,2545,es ESP,"MF,FW",es La Liga,23-206,2002.0,24,918,38,30.9,10.2,11,66.0,1,13,15.0,5,1.21,8,14,-6,-0.59,-0.19,2027,es ESP,"MF,FW",es La Liga,23-206,2002.0,10.2,7,0,0,12,45,1,28,1,7,0,0.19607843137254904,0.09803921568627452,0.09803921568627452,0.13725490196078433,0.1685513384097234,-0.03129643644893906
2310,Nicolò Savona,it ITA,DF,Nottingham Forest,eng Premier League,23.0,2003.0,14,11,1028,11.4,2,0,2,2,0,0,2,0,0.18,,,,,,,,,,,,,,,,,,,,,,,,,2310,it ITA,DF,eng Premier League,23-040,2003.0,11.4,2,5,3,60.0,0.44,0.26,0.4,0.67,0,0,2906,it ITA,DF,eng Premier League,23-040,2003.0,14,1028,73,33.6,11.4,11,85.0,9,3,31.0,4,0.93,13,18,-5,-0.44,-0.48,2310,it ITA,DF,eng Premier League,23-040,2003.0,11.4,2,0,0,12,5,1,27,5,12,0,0.17509727626459143,0.0,0.4377431906614786,0.20136186770428016,0.23293767697400886,-0.031575809269728694
2003,Aleksandar Pavlovic,de GER,MF,Bayern Munich,de Bundesliga,21.0,2004.0,23,15,1417,15.7,3,1,4,3,0,0,2,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,2003,de GER,MF,de Bundesliga,21-360,2004.0,15.7,3,9,5,55.6,0.57,0.32,0.33,0.6,0,0,2514,de GER,MF,de Bundesliga,21-360,2004.0,23,1417,62,50.8,15.7,15,81.0,8,8,26.0,6,2.52,55,24,31,1.97,-1.31,2003,de GER,MF,de Bundesliga,21-360,2004.0,15.7,2,0,0,19,9,0,13,12,15,0,0.19054340155257588,0.06351446718419196,0.7621736062103035,0.323923782639379,0.35606608576153675,-0.03214230312215777
1654,Michel Mboula,ga GAB,"DF,MF",Metz,fr Ligue 1,22.0,2003.0,13,10,740,8.2,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1654,ga GAB,"DF,MF",fr Ligue 1,22-363,2003.0,8.2,0,2,1,50.0,0.24,0.12,0.0,0.0,0,0,2071,ga GAB,"DF,MF",fr Ligue 1,22-363,2003.0,13,740,57,26.5,8.2,10,68.0,4,3,19.0,5,0.38,8,14,-6,-0.73,0.72,1654,ga GAB,"DF,MF",fr Ligue 1,22-363,2003.0,8.2,2,0,0,8,10,0,8,15,10,1,0.0,0.0,1.8243243243243243,0.5472972972972973,0.5794817408733179,-0.03218444357602068
884,Alejandro Francés,es ESP,DF,Girona,es La Liga,23.0,2002.0,20,7,756,8.4,0,2,2,0,0,0,1,1,0.24,,,,,,,,,,,,,,,,,,,,,,,,,884,es ESP,DF,es La Liga,23-270,2002.0,8.4,0,7,4,57.1,0.83,0.48,0.0,0.0,0,0,1112,es ESP,DF,es La Liga,23-270,2002.0,20,756,38,25.5,8.4,7,71.0,2,13,20.0,8,1.5,11,15,-4,-0.48,-0.07,884,es ESP,DF,es La Liga,23-270,2002.0,8.4,1,1,0,10,16,0,17,10,12,0,0.0,0.23809523809523808,1.1904761904761905,0.4285714285714286,0.4609857781689934,-0.032414349597564784
291,Lucas Bergvall,se SWE,MF,Tottenham Hotspur,eng Premier League,20.0,2006.0,21,11,954,10.6,1,3,4,1,0,0,2,0,0.38,,,,,,,,,,,,,,,,,,,,,,,,,291,se SWE,MF,eng Premier League,20-085,2006.0,10.6,1,11,5,45.5,1.04,0.47,0.09,0.2,0,0,363,se SWE,MF,eng Premier League,20-085,2006.0,21,954,45,31.2,10.6,11,66.0,0,10,22.0,3,1.1,14,17,-3,-0.28,0.02,291,se SWE,MF,eng Premier League,20-085,2006.0,10.6,2,0,0,24,7,3,18,3,14,0,0.09433962264150944,0.2830188679245283,0.2830188679245283,0.20754716981132076,0.2401328811843321,-0.03258571137301133
2382,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,21.0,2004.0,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2382,fr FRA,DF,fr Ligue 1,21-135,2004.0,2.5,0,1,0,0.0,0.4,0.0,0.0,,0,0,3006,fr FRA,DF,fr Ligue 1,21-135,2004.0,3,225,75,8.1,2.5,3,75.0,2,0,,3,1.0,2,3,-1,-0.4,0.09,2382,fr FRA,DF,fr Ligue 1,21-135,2004.0,2.5,0,0,0,2,0,0,0,4,3,0,0.0,0.0,1.6,0.48,0.5129151877581125,-0.03291518775811253
472,Cesare Casadei,it ITA,MF,Torino,it Serie A,23.0,2003.0,30,18,1864,20.7,5,0,5,5,0,0,5,0,0.24,,,,,,,,,,,,,,,,,,,,,,,,,472,it ITA,MF,it Serie A,23-108,2003.0,20.7,5,33,15,45.5,1.59,0.72,0.15,0.33,0,0,583,it ITA,MF,it Serie A,23-108,2003.0,30,1864,62,60.9,20.7,18,86.0,15,12,26.0,3,1.27,26,33,-7,-0.34,0.41,472,it ITA,MF,it Serie A,23-108,2003.0,20.7,5,0,0,48,14,2,2,9,15,0,0.24141630901287553,0.0,0.43454935622317603,0.22693133047210304,0.2599685063159752,-0.03303717584387214
2064,Yeremi Pino,es ESP,"MF,FW",Crystal Palace,eng Premier League,23.0,2002.0,30,23,1886,21.0,2,1,3,2,0,0,4,0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,2064,es ESP,"MF,FW",eng Premier League,23-190,2002.0,21.0,2,41,11,26.8,1.96,0.52,0.05,0.18,0,0,2591,es ESP,"MF,FW",eng Premier League,23-190,2002.0,30,1886,63,63.5,21.0,23,76.0,4,7,20.0,1,1.27,18,22,-4,-0.19,-0.27,2064,es ESP,"MF,FW",eng Premier League,23-190,2002.0,21.0,4,0,0,29,22,10,73,7,19,0,0.09544008483563098,0.04772004241781549,0.3340402969247084,0.15270413573700956,0.1857765162313168,-0.033072380494307246
946,Tyrique George,eng ENG,MF,Everton,eng Premier League,20.0,2006.0,8,1,160,1.8,0,0,0,0,0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,946,eng ENG,MF,eng Premier League,20-083,2006.0,1.8,0,6,2,33.3,3.38,1.13,0.0,0.0,0,0,1193,eng ENG,MF,eng Premier League,20-083,2006.0,8,160,20,5.2,1.8,1,61.0,0,7,14.0,1,0.88,5,5,0,0.0,0.0,946,eng ENG,MF,eng Premier League,20-083,2006.0,1.8,0,0,0,2,0,2,6,1,2,0,0.0,0.0,0.5625,0.16874999999999998,0.20221517854541526,-0.03346517854541528
2616,Jesus Vazquez,es ESP,"DF,MF",Valencia,es La Liga,23.0,2003.0,19,5,758,8.4,0,0,0,0,0,0,2,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2616,es ESP,"DF,MF",es La Liga,23-116,2003.0,8.4,0,8,2,25.0,0.95,0.24,0.0,0.0,0,0,3297,es ESP,"DF,MF",es La Liga,23-116,2003.0,19,758,40,25.5,8.4,5,88.0,4,14,23.0,14,1.21,15,12,3,0.36,0.93,2616,es ESP,"DF,MF",es La Liga,23-116,2003.0,8.4,2,0,0,15,6,2,21,2,8,0,0.0,0.0,0.23746701846965698,0.07124010554089709,0.10471007123313607,-0.03346996569223898
529,Alessandro Circati,au AUS,DF,Parma,it Serie A,22.0,2003.0,27,27,2304,25.6,1,0,1,1,0,0,6,0,0.04,,,,,,,,,,,,,,,,,,,,,,,,,529,au AUS,DF,it Serie A,22-200,2003.0,25.6,1,8,1,12.5,0.31,0.04,0.13,1.0,0,0,666,au AUS,DF,it Serie A,22-200,2003.0,27,2304,85,75.3,25.6,27,85.0,24,0,,1,1.15,18,28,-10,-0.39,0.2,529,au AUS,DF,it Serie A,22-200,2003.0,25.6,6,0,0,28,16,0,2,23,19,0,0.0390625,0.0,0.8984374999999999,0.28515624999999994,0.3187842675722716,-0.03362801757227163
